epoch,train_loss,val_loss,train_ppl,val_ppl
1,6.495018376907844,7.424809255355444,661.8363877042902,1677.079648544939
2,5.5797165451093225,7.399783858274803,264.99648059099206,1635.630863710421
3,4.9722535139332456,7.526352452009152,144.3518199509107,1856.3221157074956
4,4.324978390944974,7.878773691715338,75.56387997804373,2640.632344036714
5,3.61768154359773,8.370992391537397,37.25110257058031,4319.920989215267
