epoch,train_loss,val_loss,train_ppl,val_ppl
1,6.77656505999405,7.143808015187582,877.0509267829619,1266.241085156144
2,5.862159230183931,6.9627208538544485,351.48225635288657,1056.5042437559664
3,5.327217695315452,7.020845437661196,205.86439911402232,1119.7328820353423
