epoch,train_loss,val_loss,train_ppl,val_ppl
1,6.8722908040310475,9.02943038451366,965.1570208713523,8345.104717202925
2,6.131215694102835,9.281823796492356,459.9950341518635,10741.00346820833
3,6.1113329440989395,9.424901920709855,450.9393917457404,12393.18397105074
